Country,Code,Date,Vax_Rate,Index,Region,Income_group
Croatia,HRV,2022-01,124.97,84,Europe & Central Asia,High income
Uruguay,URY,2022-01,212.77,203,Latin America & Caribbean,High income
Bangladesh,BGD,2022-01,93.2,17,South Asia,Lower middle income
Jordan,JOR,2022-01,88.1,97,Middle East & North Africa,Upper middle income
Denmark,DNK,2022-02,226.55,53,Europe & Central Asia,High income
Faeroe Islands,FRO,2022-02,211.72,65,Europe & Central Asia,High income
Saint Lucia,LCA,2022-02,59.4,111,Latin America & Caribbean,Upper middle income
Morocco,MAR,2022-02,143.89,120,Middle East & North Africa,Lower middle income
Somalia,SOM,2022-02,10.97,175,Sub-Saharan Africa,Low income
Japan,JPN,2022-02,179.6,98,East Asia & Pacific,High income
Bahrain,BHR,2022-02,192.97,19,Middle East & North Africa,High income
Seychelles,SYC,2022-02,199.13,185,Sub-Saharan Africa,High income
South Korea,KOR,2022-02,232.47,105,East Asia & Pacific,High income
Slovakia,SVK,2022-02,128.98,180,Europe & Central Asia,High income
Iraq,IRQ,2022-02,40.76,92,Middle East & North Africa,Upper middle income
Sao Tome and Principe,STP,2022-02,81.59,178,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2022-02,335.33,71,Europe & Central Asia,High income
Congo,COG,2022-02,14.37,40,Sub-Saharan Africa,Lower middle income
India,IND,2022-02,127.4,89,South Asia,Lower middle income
Haiti,HTI,2022-02,2.03,85,Latin America & Caribbean,Lower middle income
Mexico,MEX,2022-02,139.68,125,Latin America & Caribbean,Upper middle income
North Macedonia,MKD,2022-02,87.7,127,Europe & Central Asia,Upper middle income
Uruguay,URY,2022-02,218.96,203,Latin America & Caribbean,High income
Zimbabwe,ZWE,2022-02,52.23,217,Sub-Saharan Africa,Lower middle income
Zambia,ZMB,2022-02,15.13,216,Sub-Saharan Africa,Lower middle income
Niger,NER,2022-02,7.32,141,Sub-Saharan Africa,Low income
Greenland,GRL,2022-02,140.08,78,Europe & Central Asia,High income
El Salvador,SLV,2022-02,156.54,173,Latin America & Caribbean,Lower middle income
Isle of Man,IMN,2022-02,219.39,88,Europe & Central Asia,High income
Ethiopia,ETH,2022-02,20.35,61,Sub-Saharan Africa,Low income
Brunei,BRN,2022-02,235.91,28,East Asia & Pacific,High income
Saint Vincent and the Grenadines,VCT,2022-02,60.58,206,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,2022-02,183.59,112,Europe & Central Asia,High income
Austria,AUT,2022-02,199.49,11,Europe & Central Asia,High income
United States,USA,2022-02,167.44,204,North America,High income
Montenegro,MNE,2022-02,105.62,131,Europe & Central Asia,Upper middle income
Bhutan,BTN,2022-02,203.16,29,South Asia,Lower middle income
Nigeria,NGA,2022-02,12.54,142,Sub-Saharan Africa,Lower middle income
Switzerland,CHE,2022-02,178.63,33,Europe & Central Asia,High income
Paraguay,PRY,2022-02,111.79,160,Latin America & Caribbean,Upper middle income
Tunisia,TUN,2022-02,108.86,196,Middle East & North Africa,Lower middle income
French Polynesia,PYF,2022-02,123.66,162,East Asia & Pacific,High income
Chile,CHL,2022-02,252.93,35,Latin America & Caribbean,High income
Argentina,ARG,2022-02,206.26,6,Latin America & Caribbean,Upper middle income
Hungary,HUN,2022-02,167.22,86,Europe & Central Asia,High income
Jamaica,JAM,2022-02,45.73,96,Latin America & Caribbean,Upper middle income
Saudi Arabia,SAU,2022-02,172.48,167,Middle East & North Africa,High income
Spain,ESP,2022-02,198.17,59,Europe & Central Asia,High income
Timor,TLS,2022-02,93.69,193,East Asia & Pacific,Lower middle income
Bermuda,BMU,2022-02,199.27,24,North America,High income
Philippines,PHL,2022-02,120.97,153,East Asia & Pacific,Lower middle income
Burundi,BDI,2022-02,0.09,13,Sub-Saharan Africa,Low income
Bahamas,BHS,2022-02,82.06,20,Latin America & Caribbean,High income
Croatia,HRV,2022-02,127.29,84,Europe & Central Asia,High income
Ecuador,ECU,2022-02,178.75,56,Latin America & Caribbean,Upper middle income
Panama,PAN,2022-02,170.51,151,Latin America & Caribbean,Upper middle income
Norway,NOR,2022-02,205.51,145,Europe & Central Asia,High income
South Sudan,SSD,2022-02,4.61,177,Sub-Saharan Africa,Low income
South Africa,ZAF,2022-02,52.36,215,Sub-Saharan Africa,Upper middle income
Togo,TGO,2022-02,29.26,189,Sub-Saharan Africa,Low income
Bosnia and Herzegovina,BIH,2022-02,58.98,21,Europe & Central Asia,Upper middle income
Latvia,LVA,2022-02,152.75,117,Europe & Central Asia,High income
Netherlands,NLD,2022-02,197.18,144,Europe & Central Asia,High income
Lebanon,LBN,2022-02,76.47,108,Middle East & North Africa,Upper middle income
New Caledonia,NCL,2022-02,127.05,140,East Asia & Pacific,High income
Cayman Islands,CYM,2022-02,208.94,47,Latin America & Caribbean,High income
Australia,AUS,2022-02,209.65,10,East Asia & Pacific,High income
Peru,PER,2022-02,189.49,152,Latin America & Caribbean,Upper middle income
Namibia,NAM,2022-02,31.48,139,Sub-Saharan Africa,Upper middle income
Dominican Republic,DOM,2022-02,139.15,54,Latin America & Caribbean,Upper middle income
United Arab Emirates,ARE,2022-02,241.41,5,Middle East & North Africa,High income
Kiribati,KIR,2022-02,99.35,103,East Asia & Pacific,Lower middle income
Cape Verde,CPV,2022-02,125.44,43,Sub-Saharan Africa,Lower middle income
Cuba,CUB,2022-02,309.23,45,Latin America & Caribbean,Upper middle income
Iceland,ISL,2022-02,217.31,93,Europe & Central Asia,High income
Uzbekistan,UZB,2022-02,124.12,205,Europe & Central Asia,Lower middle income
Laos,LAO,2022-02,124.88,107,East Asia & Pacific,Lower middle income
Saint Kitts and Nevis,KNA,2022-02,112.69,104,Latin America & Caribbean,High income
Mozambique,MOZ,2022-02,61.53,134,Sub-Saharan Africa,Low income
Palestine,PSE,2022-02,65.59,161,Middle East & North Africa,Lower middle income
Qatar,QAT,2022-02,215.21,163,Middle East & North Africa,High income
Ghana,GHA,2022-02,37.95,70,Sub-Saharan Africa,Lower middle income
Tanzania,TZA,2022-02,7.22,200,Sub-Saharan Africa,Lower middle income
Canada,CAN,2022-02,212.46,32,North America,High income
Azerbaijan,AZE,2022-02,123.52,12,Europe & Central Asia,Upper middle income
Oman,OMN,2022-02,131.69,149,Middle East & North Africa,High income
Armenia,ARM,2022-02,67.14,7,Europe & Central Asia,Upper middle income
Burkina Faso,BFA,2022-02,10.74,16,Sub-Saharan Africa,Low income
Afghanistan,AFG,2022-02,13.59,1,South Asia,Low income
Curacao,CUW,2022-02,148.37,46,Latin America & Caribbean,High income
Dominica,DMA,2022-02,85.27,52,Latin America & Caribbean,Upper middle income
Pakistan,PAK,2022-02,95.32,150,South Asia,Lower middle income
Taiwan,TWN,2022-02,197.65,199,East Asia & Pacific,High income
Myanmar,MMR,2022-02,81.21,130,East Asia & Pacific,Lower middle income
Romania,ROU,2022-02,87.19,164,Europe & Central Asia,Upper middle income
Belgium,BEL,2022-02,215.25,14,Europe & Central Asia,High income
Tonga,TON,2022-02,137.87,194,East Asia & Pacific,Upper middle income
Gambia,GMB,2022-02,14.56,73,Sub-Saharan Africa,Low income
Guinea,GIN,2022-02,36.78,72,Sub-Saharan Africa,Low income
Kyrgyzstan,KGZ,2022-02,41.32,101,Europe & Central Asia,Lower middle income
New Zealand,NZL,2022-02,206.83,148,East Asia & Pacific,High income
Ukraine,UKR,2022-02,72.74,202,Europe & Central Asia,Lower middle income
Ireland,IRL,2022-02,213.24,90,Europe & Central Asia,High income
Nicaragua,NIC,2022-02,139.76,143,Latin America & Caribbean,Lower middle income
Central African Republic,CAF,2022-02,16.75,31,Sub-Saharan Africa,Low income
Hong Kong,HKG,2022-02,172.5,82,East Asia & Pacific,High income
Botswana,BWA,2022-02,59.34,30,Sub-Saharan Africa,Upper middle income
Kazakhstan,KAZ,2022-02,109.95,99,Europe & Central Asia,Upper middle income
Sierra Leone,SLE,2022-02,22.28,172,Sub-Saharan Africa,Low income
Comoros,COM,2022-02,71.81,42,Sub-Saharan Africa,Lower middle income
France,FRA,2022-02,208.78,64,Europe & Central Asia,High income
Fiji,FJI,2022-02,142.36,63,East Asia & Pacific,Upper middle income
Chad,TCD,2022-02,2.39,188,Sub-Saharan Africa,Low income
Czechia,CZE,2022-02,162.13,49,Europe & Central Asia,High income
San Marino,SMR,2022-02,189.59,174,Europe & Central Asia,High income
Belize,BLZ,2022-02,112.49,23,Latin America & Caribbean,Lower middle income
Equatorial Guinea,GNQ,2022-02,31.97,75,Sub-Saharan Africa,Upper middle income
Georgia,GEO,2022-02,70.77,69,Europe & Central Asia,Upper middle income
Malta,MLT,2022-02,240.82,129,Middle East & North Africa,High income
Singapore,SGP,2022-02,247.88,170,East Asia & Pacific,High income
Indonesia,IDN,2022-02,125.09,87,East Asia & Pacific,Lower middle income
Serbia,SRB,2022-02,123.3,176,Europe & Central Asia,Upper middle income
Libya,LBY,2022-02,47.78,110,Middle East & North Africa,Upper middle income
Germany,DEU,2022-02,202.59,50,Europe & Central Asia,High income
Kenya,KEN,2022-02,30.36,100,Sub-Saharan Africa,Lower middle income
Syria,SYR,2022-02,16.82,186,Middle East & North Africa,Low income
Senegal,SEN,2022-02,14.38,169,Sub-Saharan Africa,Lower middle income
Honduras,HND,2022-02,114.89,83,Latin America & Caribbean,Lower middle income
Italy,ITA,2022-02,222.25,95,Europe & Central Asia,High income
Sint Maarten (Dutch part),SXM,2022-02,141.21,184,Latin America & Caribbean,High income
Belarus,BLR,2022-02,110.41,22,Europe & Central Asia,Upper middle income
Bulgaria,BGR,2022-02,62.36,18,Europe & Central Asia,Upper middle income
Israel,ISR,2022-02,194.11,94,Middle East & North Africa,High income
Iran,IRN,2022-02,166.45,91,Middle East & North Africa,Lower middle income
Vanuatu,VUT,2022-02,63.43,211,East Asia & Pacific,Lower middle income
Benin,BEN,2022-02,19.21,15,Sub-Saharan Africa,Lower middle income
British Virgin Islands,VGB,2022-02,120.34,208,Latin America & Caribbean,High income
Mauritania,MRT,2022-02,54.81,135,Sub-Saharan Africa,Lower middle income
Sudan,SDN,2022-02,12.72,168,Sub-Saharan Africa,Low income
United Kingdom,GBR,2022-02,205.09,68,Europe & Central Asia,High income
Malaysia,MYS,2022-02,205.2,138,East Asia & Pacific,Upper middle income
Rwanda,RWA,2022-02,124.7,166,Sub-Saharan Africa,Low income
Mauritius,MUS,2022-02,184.82,136,Sub-Saharan Africa,Upper middle income
Brazil,BRA,2022-02,183.54,26,Latin America & Caribbean,Upper middle income
Venezuela,VEN,2022-02,131.9,207,Latin America & Caribbean,
Uganda,UGA,2022-02,34.49,201,Sub-Saharan Africa,Low income
Sri Lanka,LKA,2022-02,178.05,113,South Asia,Lower middle income
Antigua and Barbuda,ATG,2022-02,126.33,9,Latin America & Caribbean,High income
Jordan,JOR,2022-02,91.88,97,Middle East & North Africa,Upper middle income
Trinidad and Tobago,TTO,2022-02,108.64,195,Latin America & Caribbean,High income
Tajikistan,TJK,2022-02,88.22,191,Europe & Central Asia,Lower middle income
Guyana,GUY,2022-02,102.26,81,Latin America & Caribbean,Upper middle income
Samoa,WSM,2022-02,137.62,212,East Asia & Pacific,Lower middle income
Kuwait,KWT,2022-02,174.83,106,Middle East & North Africa,High income
Bangladesh,BGD,2022-02,111.01,17,South Asia,Lower middle income
Finland,FIN,2022-02,206.18,62,Europe & Central Asia,High income
Sweden,SWE,2022-02,202.01,182,Europe & Central Asia,High income
Cambodia,KHM,2022-02,208.17,102,East Asia & Pacific,Lower middle income
Angola,AGO,2022-02,47.92,2,Sub-Saharan Africa,Lower middle income
Bolivia,BOL,2022-02,106.38,25,Latin America & Caribbean,Lower middle income
Gabon,GAB,2022-02,23.94,67,Sub-Saharan Africa,Upper middle income
Egypt,EGY,2022-02,66.55,57,Middle East & North Africa,Lower middle income
Turkey,TUR,2022-02,171.13,197,Europe & Central Asia,Upper middle income
Albania,ALB,2022-02,93.41,3,Europe & Central Asia,Upper middle income
Papua New Guinea,PNG,2022-02,6.01,155,East Asia & Pacific,Lower middle income
Portugal,PRT,2022-02,224.81,159,Europe & Central Asia,High income
Andorra,AND,2022-02,184.11,4,Europe & Central Asia,High income
Guinea-Bissau,GNB,2022-02,27.62,74,Sub-Saharan Africa,Low income
Guatemala,GTM,2022-02,78.98,79,Latin America & Caribbean,Upper middle income
Maldives,MDV,2022-02,165.93,124,South Asia,Upper middle income
Madagascar,MDG,2022-02,4.32,123,Sub-Saharan Africa,Low income
Turks and Caicos Islands,TCA,2022-02,173.27,187,Latin America & Caribbean,High income
Nauru,NRU,2022-02,139.13,147,East Asia & Pacific,High income
Malawi,MWI,2022-02,9.85,137,Sub-Saharan Africa,Low income
Cote d'Ivoire,CIV,2022-02,31.7,37,Sub-Saharan Africa,Lower middle income
Djibouti,DJI,2022-02,16.04,51,Middle East & North Africa,Lower middle income
Estonia,EST,2022-02,147.39,60,Europe & Central Asia,High income
Grenada,GRD,2022-02,75.83,77,Latin America & Caribbean,Upper middle income
Nepal,NPL,2022-02,125.11,146,South Asia,Lower middle income
Solomon Islands,SLB,2022-02,40.51,171,East Asia & Pacific,Lower middle income
Thailand,THA,2022-02,176.74,190,East Asia & Pacific,Upper middle income
Eswatini,SWZ,2022-02,41.47,183,Sub-Saharan Africa,Lower middle income
Cyprus,CYP,2022-02,197.5,48,Europe & Central Asia,High income
Suriname,SUR,2022-02,84.84,179,Latin America & Caribbean,Upper middle income
Lesotho,LSO,2022-02,39.74,114,Sub-Saharan Africa,Lower middle income
Russia,RUS,2022-02,110.22,165,Europe & Central Asia,Upper middle income
Mongolia,MNG,2022-02,164.2,132,East Asia & Pacific,Lower middle income
China,CHN,2022-02,216.32,36,East Asia & Pacific,Upper middle income
Yemen,YEM,2022-02,2.53,214,Middle East & North Africa,Low income
Luxembourg,LUX,2022-02,199.97,116,Europe & Central Asia,High income
Algeria,DZA,2022-02,30.55,55,Middle East & North Africa,Lower middle income
Costa Rica,CRI,2022-02,174.56,44,Latin America & Caribbean,Upper middle income
Greece,GRC,2022-02,194.06,76,Europe & Central Asia,High income
Lithuania,LTU,2022-02,165.45,115,Europe & Central Asia,High income
Vietnam,VNM,2022-02,198.61,210,East Asia & Pacific,Lower middle income
Poland,POL,2022-02,141.07,156,Europe & Central Asia,High income
Mali,MLI,2022-02,7.84,128,Sub-Saharan Africa,Low income
Moldova,MDA,2022-02,51.37,122,Europe & Central Asia,Upper middle income
Colombia,COL,2022-02,149.33,41,Latin America & Caribbean,Upper middle income
Barbados,BRB,2022-02,107.57,27,Latin America & Caribbean,High income
Cameroon,CMR,2022-02,4.66,38,Sub-Saharan Africa,Lower middle income
Macao,MAC,2022-02,168.7,118,East Asia & Pacific,High income
Democratic Republic of Congo,COD,2022-02,0.86,39,Sub-Saharan Africa,Low income
Slovenia,SVN,2022-02,142.53,181,Europe & Central Asia,High income
Indonesia,IDN,2022-03,137.29,87,East Asia & Pacific,Lower middle income
Bangladesh,BGD,2022-03,149.32,17,South Asia,Lower middle income
Finland,FIN,2022-03,210.12,62,Europe & Central Asia,High income
Eswatini,SWZ,2022-03,43.21,183,Sub-Saharan Africa,Lower middle income
Saudi Arabia,SAU,2022-03,172.48,167,Middle East & North Africa,High income
Malaysia,MYS,2022-03,210.28,138,East Asia & Pacific,Upper middle income
French Polynesia,PYF,2022-03,129.89,162,East Asia & Pacific,High income
Moldova,MDA,2022-03,52.81,122,Europe & Central Asia,Upper middle income
Peru,PER,2022-03,203,152,Latin America & Caribbean,Upper middle income
Mexico,MEX,2022-03,147.32,125,Latin America & Caribbean,Upper middle income
Spain,ESP,2022-03,200.68,59,Europe & Central Asia,High income
Kiribati,KIR,2022-03,110.35,103,East Asia & Pacific,Lower middle income
Togo,TGO,2022-03,32.53,189,Sub-Saharan Africa,Low income
Sri Lanka,LKA,2022-03,181.9,113,South Asia,Lower middle income
Haiti,HTI,2022-03,2.16,85,Latin America & Caribbean,Lower middle income
Mauritius,MUS,2022-03,201.62,136,Sub-Saharan Africa,Upper middle income
Cayman Islands,CYM,2022-03,212.21,47,Latin America & Caribbean,High income
New Caledonia,NCL,2022-03,127.57,140,East Asia & Pacific,High income
Jordan,JOR,2022-03,95.75,97,Middle East & North Africa,Upper middle income
Zambia,ZMB,2022-03,18.13,216,Sub-Saharan Africa,Lower middle income
Samoa,WSM,2022-03,152.34,212,East Asia & Pacific,Lower middle income
Poland,POL,2022-03,142.67,156,Europe & Central Asia,High income
Malawi,MWI,2022-03,10.15,137,Sub-Saharan Africa,Low income
Panama,PAN,2022-03,180.05,151,Latin America & Caribbean,Upper middle income
Chad,TCD,2022-03,9.7,188,Sub-Saharan Africa,Low income
Solomon Islands,SLB,2022-03,50.86,171,East Asia & Pacific,Lower middle income
Greenland,GRL,2022-03,140.23,78,Europe & Central Asia,High income
Seychelles,SYC,2022-03,202.05,185,Sub-Saharan Africa,High income
Papua New Guinea,PNG,2022-03,6.16,155,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2022-03,63.43,211,East Asia & Pacific,Lower middle income
Kazakhstan,KAZ,2022-03,110.13,99,Europe & Central Asia,Upper middle income
Sao Tome and Principe,STP,2022-03,91.82,178,Sub-Saharan Africa,Lower middle income
Palestine,PSE,2022-03,70.42,161,Middle East & North Africa,Lower middle income
Burkina Faso,BFA,2022-03,15.45,16,Sub-Saharan Africa,Low income
Kenya,KEN,2022-03,31.72,100,Sub-Saharan Africa,Lower middle income
Paraguay,PRY,2022-03,116.74,160,Latin America & Caribbean,Upper middle income
Qatar,QAT,2022-03,225.87,163,Middle East & North Africa,High income
South Korea,KOR,2022-03,235.16,105,East Asia & Pacific,High income
Barbados,BRB,2022-03,108.51,27,Latin America & Caribbean,High income
Sint Maarten (Dutch part),SXM,2022-03,142.89,184,Latin America & Caribbean,High income
Algeria,DZA,2022-03,30.72,55,Middle East & North Africa,Lower middle income
Cameroon,CMR,2022-03,5.73,38,Sub-Saharan Africa,Lower middle income
Saint Kitts and Nevis,KNA,2022-03,112.69,104,Latin America & Caribbean,High income
Cyprus,CYP,2022-03,197.5,48,Europe & Central Asia,High income
Somalia,SOM,2022-03,14.64,175,Sub-Saharan Africa,Low income
Portugal,PRT,2022-03,225.45,159,Europe & Central Asia,High income
Equatorial Guinea,GNQ,2022-03,32.24,75,Sub-Saharan Africa,Upper middle income
Ukraine,UKR,2022-03,72.74,202,Europe & Central Asia,Lower middle income
Singapore,SGP,2022-03,253.53,170,East Asia & Pacific,High income
Afghanistan,AFG,2022-03,14.44,1,South Asia,Low income
Albania,ALB,2022-03,96.31,3,Europe & Central Asia,Upper middle income
Norway,NOR,2022-03,206.27,145,Europe & Central Asia,High income
Ethiopia,ETH,2022-03,24.92,61,Sub-Saharan Africa,Low income
Nicaragua,NIC,2022-03,143.41,143,Latin America & Caribbean,Lower middle income
Mongolia,MNG,2022-03,164.56,132,East Asia & Pacific,Lower middle income
Austria,AUT,2022-03,200.43,11,Europe & Central Asia,High income
Faeroe Islands,FRO,2022-03,211.72,65,Europe & Central Asia,High income
Belgium,BEL,2022-03,217.18,14,Europe & Central Asia,High income
Gabon,GAB,2022-03,28.55,67,Sub-Saharan Africa,Upper middle income
Gambia,GMB,2022-03,14.61,73,Sub-Saharan Africa,Low income
Lesotho,LSO,2022-03,41.94,114,Sub-Saharan Africa,Lower middle income
Madagascar,MDG,2022-03,7.87,123,Sub-Saharan Africa,Low income
Bhutan,BTN,2022-03,229.25,29,South Asia,Lower middle income
Honduras,HND,2022-03,117.21,83,Latin America & Caribbean,Lower middle income
Malta,MLT,2022-03,243.51,129,Middle East & North Africa,High income
Nauru,NRU,2022-03,154.73,147,East Asia & Pacific,High income
Romania,ROU,2022-03,87.51,164,Europe & Central Asia,Upper middle income
Tanzania,TZA,2022-03,8.18,200,Sub-Saharan Africa,Lower middle income
Fiji,FJI,2022-03,144.68,63,East Asia & Pacific,Upper middle income
Turks and Caicos Islands,TCA,2022-03,174.54,187,Latin America & Caribbean,High income
Dominican Republic,DOM,2022-03,141.5,54,Latin America & Caribbean,Upper middle income
Egypt,EGY,2022-03,74.79,57,Middle East & North Africa,Lower middle income
Suriname,SUR,2022-03,85.15,179,Latin America & Caribbean,Upper middle income
Kyrgyzstan,KGZ,2022-03,43.96,101,Europe & Central Asia,Lower middle income
Cote d'Ivoire,CIV,2022-03,38.31,37,Sub-Saharan Africa,Lower middle income
Taiwan,TWN,2022-03,207.68,199,East Asia & Pacific,High income
Curacao,CUW,2022-03,149.69,46,Latin America & Caribbean,High income
Yemen,YEM,2022-03,2.65,214,Middle East & North Africa,Low income
Democratic Republic of Congo,COD,2022-03,1.04,39,Sub-Saharan Africa,Low income
Nepal,NPL,2022-03,135.02,146,South Asia,Lower middle income
Laos,LAO,2022-03,136.61,107,East Asia & Pacific,Lower middle income
Macao,MAC,2022-03,189.39,118,East Asia & Pacific,High income
Central African Republic,CAF,2022-03,37.02,31,Sub-Saharan Africa,Low income
Andorra,AND,2022-03,196.74,4,Europe & Central Asia,High income
Japan,JPN,2022-03,202.36,98,East Asia & Pacific,High income
Bulgaria,BGR,2022-03,63.08,18,Europe & Central Asia,Upper middle income
Belarus,BLR,2022-03,116.99,22,Europe & Central Asia,Upper middle income
Switzerland,CHE,2022-03,179.45,33,Europe & Central Asia,High income
Vietnam,VNM,2022-03,206.93,210,East Asia & Pacific,Lower middle income
Senegal,SEN,2022-03,14.52,169,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,2022-03,197.82,44,Latin America & Caribbean,Upper middle income
Cuba,CUB,2022-03,312.47,45,Latin America & Caribbean,Upper middle income
Ireland,IRL,2022-03,216.05,90,Europe & Central Asia,High income
Niger,NER,2022-03,10.67,141,Sub-Saharan Africa,Low income
Lebanon,LBN,2022-03,78.03,108,Middle East & North Africa,Upper middle income
United Arab Emirates,ARE,2022-03,242.02,5,Middle East & North Africa,High income
Zimbabwe,ZWE,2022-03,60.97,217,Sub-Saharan Africa,Lower middle income
North Macedonia,MKD,2022-03,88.31,127,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,2022-03,131.48,12,Europe & Central Asia,Upper middle income
Russia,RUS,2022-03,112.12,165,Europe & Central Asia,Upper middle income
Latvia,LVA,2022-03,154.04,117,Europe & Central Asia,High income
Mali,MLI,2022-03,8.7,128,Sub-Saharan Africa,Low income
Bermuda,BMU,2022-03,203.67,24,North America,High income
Slovenia,SVN,2022-03,143.29,181,Europe & Central Asia,High income
Croatia,HRV,2022-03,127.99,84,Europe & Central Asia,High income
British Virgin Islands,VGB,2022-03,121.06,208,Latin America & Caribbean,High income
Djibouti,DJI,2022-03,16.52,51,Middle East & North Africa,Lower middle income
Jamaica,JAM,2022-03,46.91,96,Latin America & Caribbean,Upper middle income
Congo,COG,2022-03,26.46,40,Sub-Saharan Africa,Lower middle income
Brunei,BRN,2022-03,241.99,28,East Asia & Pacific,High income
United States,USA,2022-03,169.24,204,North America,High income
Libya,LBY,2022-03,49.09,110,Middle East & North Africa,Upper middle income
Antigua and Barbuda,ATG,2022-03,127,9,Latin America & Caribbean,High income
Luxembourg,LUX,2022-03,201.83,116,Europe & Central Asia,High income
Brazil,BRA,2022-03,193.75,26,Latin America & Caribbean,Upper middle income
Iran,IRN,2022-03,172.75,91,Middle East & North Africa,Lower middle income
Venezuela,VEN,2022-03,131.9,207,Latin America & Caribbean,
Guatemala,GTM,2022-03,86.83,79,Latin America & Caribbean,Upper middle income
Sudan,SDN,2022-03,13.65,168,Sub-Saharan Africa,Low income
Trinidad and Tobago,TTO,2022-03,110.04,195,Latin America & Caribbean,High income
Burundi,BDI,2022-03,0.17,13,Sub-Saharan Africa,Low income
Rwanda,RWA,2022-03,149.62,166,Sub-Saharan Africa,Low income
Syria,SYR,2022-03,18.44,186,Middle East & North Africa,Low income
Uganda,UGA,2022-03,36.5,201,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2022-03,27.91,74,Sub-Saharan Africa,Low income
Guyana,GUY,2022-03,112.74,81,Latin America & Caribbean,Upper middle income
Angola,AGO,2022-03,51.68,2,Sub-Saharan Africa,Lower middle income
Belize,BLZ,2022-03,114.91,23,Latin America & Caribbean,Lower middle income
Hong Kong,HKG,2022-03,199.72,82,East Asia & Pacific,High income
Germany,DEU,2022-03,205.12,50,Europe & Central Asia,High income
Kuwait,KWT,2022-03,179.11,106,Middle East & North Africa,High income
Sweden,SWE,2022-03,207.22,182,Europe & Central Asia,High income
Liechtenstein,LIE,2022-03,184.12,112,Europe & Central Asia,High income
India,IND,2022-03,132.19,89,South Asia,Lower middle income
Georgia,GEO,2022-03,71.89,69,Europe & Central Asia,Upper middle income
Serbia,SRB,2022-03,123.61,176,Europe & Central Asia,Upper middle income
Uruguay,URY,2022-03,230.87,203,Latin America & Caribbean,High income
San Marino,SMR,2022-03,200.63,174,Europe & Central Asia,High income
France,FRA,2022-03,210.37,64,Europe & Central Asia,High income
Grenada,GRD,2022-03,77.18,77,Latin America & Caribbean,Upper middle income
Sierra Leone,SLE,2022-03,35.24,172,Sub-Saharan Africa,Low income
Mauritania,MRT,2022-03,55.78,135,Sub-Saharan Africa,Lower middle income
Greece,GRC,2022-03,198.02,76,Europe & Central Asia,High income
Turkey,TUR,2022-03,172.78,197,Europe & Central Asia,Upper middle income
Botswana,BWA,2022-03,105.01,30,Sub-Saharan Africa,Upper middle income
Thailand,THA,2022-03,185.2,190,East Asia & Pacific,Upper middle income
Liberia,LBR,2022-03,21.86,109,Sub-Saharan Africa,Low income
Cambodia,KHM,2022-03,218.02,102,East Asia & Pacific,Lower middle income
Lithuania,LTU,2022-03,166.08,115,Europe & Central Asia,High income
Saint Vincent and the Grenadines,VCT,2022-03,62.62,206,Latin America & Caribbean,Upper middle income
Maldives,MDV,2022-03,168,124,South Asia,Upper middle income
Chile,CHL,2022-03,264.42,35,Latin America & Caribbean,High income
New Zealand,NZL,2022-03,213.7,148,East Asia & Pacific,High income
Estonia,EST,2022-03,148.86,60,Europe & Central Asia,High income
Guinea,GIN,2022-03,43.68,72,Sub-Saharan Africa,Low income
Tonga,TON,2022-03,137.87,194,East Asia & Pacific,Upper middle income
Myanmar,MMR,2022-03,89.98,130,East Asia & Pacific,Lower middle income
Italy,ITA,2022-03,225.15,95,Europe & Central Asia,High income
China,CHN,2022-03,226.48,36,East Asia & Pacific,Upper middle income
Pakistan,PAK,2022-03,97.41,150,South Asia,Lower middle income
Armenia,ARM,2022-03,70.99,7,Europe & Central Asia,Upper middle income
Oman,OMN,2022-03,133.76,149,Middle East & North Africa,High income
Czechia,CZE,2022-03,163.19,49,Europe & Central Asia,High income
Ghana,GHA,2022-03,44.84,70,Sub-Saharan Africa,Lower middle income
Tajikistan,TJK,2022-03,112.97,191,Europe & Central Asia,Lower middle income
Mozambique,MOZ,2022-03,86.57,134,Sub-Saharan Africa,Low income
Benin,BEN,2022-03,24.58,15,Sub-Saharan Africa,Lower middle income
Iceland,ISL,2022-03,218.29,93,Europe & Central Asia,High income
Gibraltar,GIB,2022-03,348.27,71,Europe & Central Asia,High income
Hungary,HUN,2022-03,167.86,86,Europe & Central Asia,High income
Namibia,NAM,2022-03,32.45,139,Sub-Saharan Africa,Upper middle income
Ecuador,ECU,2022-03,186.22,56,Latin America & Caribbean,Upper middle income
Australia,AUS,2022-03,218.33,10,East Asia & Pacific,High income
Cape Verde,CPV,2022-03,129.57,43,Sub-Saharan Africa,Lower middle income
Netherlands,NLD,2022-03,198.71,144,Europe & Central Asia,High income
Dominica,DMA,2022-03,91.42,52,Latin America & Caribbean,Upper middle income
South Africa,ZAF,2022-03,56.06,215,Sub-Saharan Africa,Upper middle income
South Sudan,SSD,2022-03,5.05,177,Sub-Saharan Africa,Low income
Canada,CAN,2022-03,215.82,32,North America,High income
Bahamas,BHS,2022-03,84.19,20,Latin America & Caribbean,High income
